,appliance,footprint
724,Projector,[ 2. 15. 14.  0.]
725,Projector,[28.  4.  3.  0.  0. -1.  0.  0.  1. -1.  0.  0.  1.]
726,Projector,"[  4.   0. -12.  12.   1.  -1.   1.  -1.  -1.   1.   0.   0.   0.   0.
   0.   0.   1.  -1.  -1.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.  -1.]"
727,Projector,[]
728,Projector,[ 30.  14. -13.  -1. -23.  32.  13. -41.  22.]
729,Projector,[ 24. -36.  26.  14.]
730,Projector,"[-1.  0.  0. 14. 19. 12.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1. -1.  0.  1. -1.  1.  0.  0.  0. -1.  0.  0.  0.  1.  0.
  0.  0.]"
731,Projector,[]
732,Projector,[]
733,Projector,[ 30.   6. -10.  -3.  18.  38. -43.  34.   2.]
734,Projector,[-8.]
735,Projector,[6. 1. 1.]
736,Projector,[]
737,Projector,[]
738,Projector,[ 25.  -3. -10.  11.  11.]
739,Projector,[16. -1.  0. -5.  6.]
740,Projector,[9.]
741,Projector,"[  0.   0.  17.  28.   0.  -1.   0.   0.   0.   0.   1.   0.  -1.   0.
   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.  -1.   0.   1.   0.
  -1.   0.   1.   0.  -1.   0.   0.   0.   0.   0.   1.  -1. -29.]"
742,Projector,"[ 14.  15.  -8.  -3.  36. -45.  -6.  15.  20.   0. -29. -26.  31.  33.
  -7.  10.   5.   5.]"
743,Projector,[ 0. -2.  0.  0.  1. -1. 20.]
744,Projector,[]
745,Projector,[ 29.  21. -12.]
746,Projector,[ 33.  -1. -43.]
747,Projector,[]
748,Projector,[ -8. -15.  18.  10.]
749,Projector,[ 10.   0. -11.  -6.   0.   0.  -4.  13.   4.  20.]
750,Projector,[]
751,Projector,[ 32. -10.]
752,Projector,[-1.  0.  0.  4. 11. 10.  0.  0.]
753,Projector,[ 2. 14.]
754,Projector,"[ 29.   4.   4.  -1.   0.   0.   0.   0.   0.   0.  -1.   0.   0.   0.
   1.  -1.   0.   0.   0.   1.   0.  -1.   1.  -1.   0.   0.   1.  -1.
   0.   1. -11.   6.   4.   0. -14.  14.   0.   0.   0.  -1.   1.   0.
   0.  -1.   1.   0.  -1.   1.   0.  -7.   6.   0.   0.   0.   1.   0.]"
755,Projector,"[  1.   0.   0.   0.   0.   0.   0.  -1.   1.  -1.   0.   1.  -1.   0.
   1.  -1.   0.   1.  -1.  -6.   7.  -1.   0.   0.   1.   0.   0.   0.
  -1.   0.   0.   1.  -1.   0.   1.   0.   0.   0.   0.   0.   0.   0.
   0.  -1.   0. -14.  15.  -1.   1.   0.   0.   1.  -1.   0.   0.   0.
   0.   0.   1.  -1.   0.   0.   0.  -2.   2.   0.   0.   0.   0.   0.
   0.   0.   1.  -1.   1.   0.   0.  -1.   0.   1.  -1.   0.   0.   1.
   0.   0.   0.  -1.   0.   1.   0.  -1.   0.   1.  -1.   1.   0.  -1.
   0. -17.  18.  -3.   2.  -1.   1.   0.   0.   0.   0.   0.  -1.   1.
  -5.   5.   0.   0.   0.   1.  -3.  -4.   5.   1.   1.   0.   0.   0.
   0.  -1.   0.   1.  -1.]"
756,Projector,[ 1.  0.  0. -1. 11.  0.  0.  0.  0.]
757,Projector,[ 2. -1.  1.]
758,Projector,[ -7.  31. -24.   7.  17.  -1.  33.  -7.]
759,Projector,[]
760,Projector,"[ 14. -42.  -3.  45. -17.  17.   0. -25.  25.   0.   0.   0.   0.   0.
   0.   0.   0.   0.]"
761,Projector,[]
762,Projector,"[  5.  -9.  -8.   8.   4.  -7.  -1.   4.   2.  -2.  23. -23.  -3.  -1.
   4.  -9.   2.  11.   0.  17.   9.   1.  12.   0. -13.  -1.  -3.  -1.
  16. -32. -11.  12.   0.  -2.  20.  -3.  -3.  20. -33.  33.]"
763,Projector,[-18.  24.  -2. -39.  -3. -22.  32.  33. -37.  23.]
764,Projector,[]
765,Projector,[]
766,Projector,"[  0. -30.  30.   0. -13.   0. -17.  29.   1.  -8. -12. -11.   8.  -2.
   7.  42.]"
767,Projector,[]
768,Projector,[ -1.   0.   0.   8.  21.   1.  15.   0. -29.  18.]
769,Projector,"[ 20.   0.  -1.   1.   0. -36.  16.   5.  -2. -14.  14.   0.  -5.  22.
 -45.   3.  42.  -1. -25.  24.   1. -11.  -6.  19. -13.  -7.  19.   1.
  -6.   4.  -4.   4.  -1.   3.  -6.   5.  -4.  -8.  12.   0.   0. -29.
  22.   4.]"
770,Projector,[22. -4.]
771,Projector,[16. 21.]
772,Projector,[-23.  13.  22.   0.  -1.  -1.   0.   1.]
773,Projector,[-4. -2.]
774,Projector,[35.  3.]
775,Projector,[]
776,Projector,[]
777,Projector,[ -6. -33.   4.  11.   1.   0.  22. -12.  -7.  28.]
778,Projector,[ 4. 26. -2. 24.  0. -1.  1.  0. 25. 16.  4. -1.]
779,Projector,[]
780,Projector,[ 5. 13.]
781,Projector,[]
782,Projector,[ 32. -38.  24.]
783,Projector,[]
784,Projector,[0.]
785,Projector,[31. 23.]
786,Projector,[-4. 32. 22.]
787,Projector,[-10.   8.   4.   5.  -2.   3. -12.  11.]
788,Projector,[]
789,Projector,"[  4.   9. -14. -21.   0.   0.  17.  18.   0. -15.   7. -11.  15. -17.
  21. -22.  22.   0.   0.]"
790,Projector,"[-26.  23. -12.  35. -21.  31.   0.   0.   0.  11.  32.   2.   0. -18.
  17.   1.]"
791,Projector,[]
792,Projector,"[ 38.  -2. -24.  23.  -1.   1.  -1.   0.   0.   1.   0.  -1.   1.  -1.
   1.  -1.   0.   1.  -1.   0.   1.  -2.]"
793,Projector,[8. 2.]
794,Projector,[]
795,Projector,"[ -1.   1.   0.   1. -28.  26.  -9. -53.  33.  29. -41.  42.   0. -40.
  37.   3. -17.  17.   0.   0.   1.  -1.   0.   0.   0.   0.   0.]"
796,Projector,"[ 16.  33.   0. -13.  -8.  21.   0.   0.   0.   0.   0.  -1. -28. -13.
  13.   0.  12.  -3.  16.  -9.   8.   5.   0.   1.  -1.   1.  -1.   0.
   1.  -1.   0.   0.   0.   0.   1.  -1.   0.   1.   0.  -1.   0.]"
797,Projector,"[  0.  -2. -19.  21. -42.  34.  -9.  17.  -8. -30.  38. -39. -10.  29.
   1.]"
798,Projector,[4.]
799,Projector,"[ 25.  -8. -11.  12. -15.  11.  -8. -10.   4.  -4.  11. -11.  16.   6.
 -11.  -1.   0.  12.  -3. -12.  15. -16. -15.   9.   2.   8.]"
800,Projector,[16. -2. -1.  1. -1. -1.  1.  0.  0.  0.  1. -1.  0.  0.  0.  0.]
801,Projector,[]
802,Projector,[ 25. -26.  -4.  12.]
803,Projector,[]
804,Projector,[  0.  -6.   1.  20.  30.   1.   1. -28. -25.]
805,Projector,[]
806,Projector,[26.]
807,Projector,[-1.  0.  0.  0. 13. 19. 12.  1.]
808,Projector,[]
809,Projector,[-23.]
810,Projector,[ 12. -26.  13.  13.  24.  11. -10. -23.   0.  25.   7.]
811,Projector,[23.  1.]
812,Projector,[ 15. -19.  26.]
813,Projector,[-1.]
814,Projector,[]
815,Projector,[13.]
816,Projector,[-14.]
817,Projector,"[-22.   2.  -9.  13. -11.  29. -33.  20.  -5. -19.  29.  37.  -1.  -9.
 -21.  30.]"
818,Projector,[  6.  30.  -1.   1.  -1.   0.  15. -33.  -7.  31.  37.   1.]
819,Projector,[ -5. -13.  28.]
820,Projector,[  3.  29. -13. -21.]
821,Projector,[ 1.  2. -2. -1. -6. 17.]
822,Projector,[ 7. 20.]
823,Projector,[0.]
824,Projector,[]
825,Projector,[]
826,Projector,[]
827,Projector,[-1.  0.  0.]
828,Projector,[]
829,Projector,[14.]
830,Projector,[]
831,Projector,[]
832,Projector,[ 36. -34.  30.   4. -28. -40. -13.  -3.  27.  -1.]
833,Projector,[]
834,Projector,[ 26.   1.  -3. -23.  25. -18.  18. -23.]
835,Projector,[17.]
836,Projector,[0.]
837,Projector,[11. -1. -9.]
838,Projector,[37.]
839,Projector,"[  8.   5.   2. -14.  -3.  16. -38.   3.   4.  13.  18.   2.   7.   3.
  12. -17.  -8. -19.   4.   0.   0.  36. -17.]"
840,Projector,[]
841,Projector,[]
842,Projector,[1. 9.]
843,Projector,[25.]
844,Projector,[]
845,Projector,[-17.  32.  -3.  -3.]
846,Projector,[]
847,Projector,"[-1. -1.  1.  0. 15. 28.  0. -1.  0.  1. -1.  1.  0.  0.  0.  1.  0.  0.
 -1.  1. -1.  0.  1. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0. -1.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  1. -1.  1. -1.
  1. -1.  1.  0.  0. -1.  1. -1.  0.]"
848,Projector,"[-3. -1.  0. -1.  1.  0. -1.  0.  1. -1.  1.  0. -1.  0.  1. -1.  1. -1.
  0.  0.  1.  0.  0.  0. -1.  1. -1.  1. -1.  1. -1.  0.  1. -1.  1. -1.
  0.  0.  0.  1. -1.  0.  0.  0.  0.]"
849,Projector,[ -4. -11.   5.  37.]
850,Projector,[]
851,Projector,"[ 24.   9.   1. -19. -16.   9.   2.   0.  -2.  22.  16. -32.  19.  -6.
 -15.  24. -21.  -6.  15.]"
852,Projector,[]
853,Projector,[-13.  12.   3.   0. -28.]
854,Projector,"[-30.  12. -36.  33.  22. -42.  16.  23. -42.  20.  -5.  29.  -1. -16.
  15.   2. -31.   0.   0.   0.  13.  22.  -2.   1.   0.   1.  -1.   0.
   0.  -1.   0.   1.  -1.   0.   0.   0.   0.   1.  -1.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.  42.  -1.]"
855,Projector,[ 7. -3. -3.]
856,Projector,[8. 1. 0.]
857,Projector,[]
858,Projector,[]
859,Projector,[]
860,Projector,[]
861,Projector,[-16.  12.]
862,Projector,[42.]
863,Projector,[]
864,Projector,[]
865,Projector,[33.]
866,Projector,[]
867,Projector,[26.  0.]
868,Projector,[  0.   0.  -1.   0.   0.   5.  18.  29. -25. -32.   2.]
869,Projector,[ -8.  12. -19.  13.  15.  -6. -11.  -7.   2.   3.  11.  -1.  25. -24.]
870,Projector,[]
871,Projector,[]
872,Projector,"[-12.   6.  13.   2.  -3. -20.   6. -10.   7.  18.   9. -22.   3.  -6.
  32.  25.]"
873,Projector,[0.]
874,Projector,[ 28. -16.  37. -31.  29.]
875,Projector,[ 9. 10. 10.  0.  0. -1.  0.  0. -1.]
876,Projector,[ 23.  10. -30.]
877,Projector,"[ 17. -16. -11.  28. -40.  14.  -6.  20. -30.   6.  -4.  33.   3.  13.
 -10.   1.  16.]"
878,Projector,[28. 32.]
879,Projector,[]
880,Projector,[21.]
881,Projector,[]
882,Projector,[-3.  3.]
883,Projector,[14.]
884,Projector,[]
885,Projector,[]
886,Projector,[]
887,Projector,[-24.  10.  14.  23. -41.  29.   3.  -2.   6.]
888,Projector,[ 9.  0. 30.]
889,Projector,[ -1.   0.   6. -25.  25.   0.]
890,Projector,[  0. -23.   0.  23.   0. -29.  29.]
891,Projector,[]
892,Projector,[12. 24.]
893,Projector,[-29.  18. -14.   8.]
894,Projector,[-18.]
895,Projector,[24.  1.  2.]
896,Projector,[ -8.   6.  19.  30.  14.  -2. -12.  30. -20.]
897,Projector,[  0.  14.   5.   0. -15.  27. -12.  -4.   5.]
898,Projector,[13.]
899,Projector,[]
900,Projector,[ 13. -35.  37.]
901,Projector,[-4.  8. 18.]
902,Projector,[ 6. 29.  5.]
903,Projector,[-25.   1.   7.   8.]
904,Projector,[30. -2. 20.  3.]
905,Projector,[-9. -1. -5. -6.]
906,Projector,[]
907,Projector,[]
908,Projector,[ 32.  -1.   0.   0.  -1. -36.  36.   1.   0.  -1.]
909,Kettle,"[ 31. -31.  40.   8. -38.   7. -19.  -1.  36.  25. -40. -13.  39. -37.
   0.  33. -42.  53. -47.   6.   6.  13.  10.]"
910,Kettle,[ -2.  -7.   0. -43.  32. -33.   4.   6.  41.   0.  -3.]
911,Kettle,[-26.  10.  15. -32.  18.  47.   0.]
912,Kettle,[  5.   0.  10.   7. -43.  58.  -7. -41.  48. -22.  21.]
913,Kettle,"[-23.  19. -32.  13. -45.  14. -21.  14.  -9.  39. -34.  45. -11.  46.
 -43.   0.  44. -39.  35.]"
914,Kettle,[-48.  31.  20.]
915,Kettle,"[-50.  46. -39.  27. -10.  18. -37.  16.  -1.  22.  -2.  -8. -11.  29.
 -11.  11.   3.   4.]"
916,Kettle,[-12.]
917,Kettle,"[-24.  -7.  27.  54. -58.  51. -40. -13.  -7. -18.  42.  31. -21.   0.
  58. -46.  12. -13.  22.  -4. -27.  25.  -9.  16.  -6.  13.]"
918,Kettle,[  0.  30. -13. -11. -14. -15.  57.  -7.   0. -39.   7.   5.  47.]
919,Kettle,"[ 11. -26.  28. -10. -32.  26. -30.  15.   0.  27. -14. -19.  21.  40.
  -6. -46.   9.  -4.  42. -15.   5. -40.  -6.  12.  38.  -4.  37.]"
920,Kettle,"[ 25. -26.  32. -27.  34.  -5. -38.  10.  -2. -10.  46. -41.  43.   6.
 -41.  34.]"
921,Kettle,"[ -1.  -9.  27.  29. -45.  20.   7. -20.  32. -25.  36. -14.   2.   0.
  -8.   8.  -4.  29.  -4. -12.   2.  12.   0. -46.   2. -10.  45.]"
922,Kettle,[  7.  48.   0. -21.  13. -27.  22. -35.  11.  -2.   7.   4.]
923,Kettle,"[-17.  51. -31. -14.  18.  35.  -8. -15.  15. -34.  43. -28. -12.  29.
  27. -39.  26.   0. -36.  39. -38.  20.   8.]"
924,Kettle,"[ 11. -44.  28. -28.  47. -44.  10.  18. -15.  -4.  19. -28.  22.  -8.
  13. -31.  23.  23.]"
925,Kettle,[-51.  19.   7.   7.]
926,Kettle,[-35.   6.  -8.  16.  -6.  20. -10.  61.   3. -17. -33.   5.  41.]
927,Kettle,[-68.  56. -17.  10. -32.  57.  -6. -26.   9.]
928,Kettle,[-27. -31.  -7.  58.  -2. -29. -20.  64. -48.  16. -22.  51.]
929,Kettle,[-50.  -3.  -2.  47.   6. -24.   0.  48. -34. -36.  53. -14.  12.   6.]
930,Kettle,[-38.]
931,Kettle,[7.]
932,Kettle,[]
933,Kettle,[]
